block_num,builder_id,total_gas_fee,total_mev,included_txs
0,builder_13,5300000,0,
1,builder_13,8460001,17700000,
2,builder_13,168051996,514230,
3,builder_13,79464000,261230,
4,builder_11,565000,0,
5,builder_13,197733999,1244600,
6,builder_13,98329998,139000,
7,builder_11,100000,0,
8,builder_13,105114994,1494800,
9,builder_13,23886996,346280,
10,builder_13,32432994,1764400,
11,builder_2,25483000,475700,
12,builder_13,64376006,906700,
13,builder_13,8880000,0,
14,builder_13,8504001,0,
15,builder_11,300000,0,
16,builder_13,61276000,395700,
17,builder_13,100104002,2080100,
18,builder_13,26550006,378500,
19,builder_13,33033002,829390,
20,builder_13,5300000,0,
21,builder_13,8460001,17700000,
22,builder_13,168051996,514230,
23,builder_13,79464000,261230,
24,builder_11,565000,0,
25,builder_13,197733999,1244600,
26,builder_13,98329998,139000,
27,builder_11,100000,0,
28,builder_13,105114994,1494800,
29,builder_13,23886996,346280,
30,builder_13,32432994,1764400,
31,builder_2,25483000,475700,
32,builder_13,64376006,906700,
33,builder_13,8880000,0,
34,builder_13,8504001,0,
35,builder_11,300000,0,
36,builder_13,61276000,395700,
37,builder_13,100104002,2080100,
38,builder_13,26550006,378500,
39,builder_13,33033002,829390,
40,builder_13,5300000,0,
41,builder_13,8460001,17700000,
42,builder_13,168051996,514230,
43,builder_13,79464000,261230,
44,builder_11,565000,0,
45,builder_13,197733999,1244600,
46,builder_13,98329998,139000,
47,builder_11,100000,0,
48,builder_13,105114994,1494800,
49,builder_13,23886996,346280,
50,builder_13,32432994,1764400,
51,builder_2,25483000,475700,
52,builder_13,64376006,906700,
53,builder_13,8880000,0,
54,builder_13,8504001,0,
55,builder_11,300000,0,
56,builder_13,61276000,395700,
57,builder_13,100104002,2080100,
58,builder_13,26550006,378500,
59,builder_13,33033002,829390,
60,builder_13,5300000,0,
61,builder_13,8460001,17700000,
62,builder_13,168051996,514230,
63,builder_13,79464000,261230,
64,builder_11,565000,0,
65,builder_13,197733999,1244600,
66,builder_13,98329998,139000,
67,builder_11,100000,0,
68,builder_13,105114994,1494800,
69,builder_13,23886996,346280,
70,builder_13,32432994,1764400,
71,builder_2,25483000,475700,
72,builder_13,64376006,906700,
73,builder_13,8880000,0,
74,builder_13,8504001,0,
75,builder_11,300000,0,
76,builder_13,61276000,395700,
77,builder_13,100104002,2080100,
78,builder_13,26550006,378500,
79,builder_13,33033002,829390,
80,builder_13,5300000,0,
81,builder_13,8460001,17700000,
82,builder_13,168051996,514230,
83,builder_13,79464000,261230,
84,builder_11,565000,0,
85,builder_13,197733999,1244600,
86,builder_13,98329998,139000,
87,builder_11,100000,0,
88,builder_13,105114994,1494800,
89,builder_13,23886996,346280,
90,builder_13,32432994,1764400,
91,builder_2,25483000,475700,
92,builder_13,64376006,906700,
93,builder_13,8880000,0,
94,builder_13,8504001,0,
95,builder_11,300000,0,
96,builder_13,61276000,395700,
97,builder_13,100104002,2080100,
98,builder_13,26550006,378500,
99,builder_13,33033002,829390,
100,builder_13,5300000,0,
101,builder_13,8460001,17700000,
102,builder_13,168051996,514230,
103,builder_13,79464000,261230,
104,builder_11,565000,0,
105,builder_13,197733999,1244600,
106,builder_13,98329998,139000,
107,builder_11,100000,0,
108,builder_13,105114994,1494800,
109,builder_13,23886996,346280,
110,builder_13,32432994,1764400,
111,builder_2,25483000,475700,
112,builder_13,64376006,906700,
113,builder_13,8880000,0,
114,builder_13,8504001,0,
115,builder_11,300000,0,
116,builder_13,61276000,395700,
117,builder_13,100104002,2080100,
118,builder_13,26550006,378500,
119,builder_13,33033002,829390,
120,builder_13,5300000,0,
121,builder_13,8460001,17700000,
122,builder_13,168051996,514230,
123,builder_13,79464000,261230,
124,builder_11,565000,0,
125,builder_13,197733999,1244600,
126,builder_13,98329998,139000,
127,builder_11,100000,0,
128,builder_13,105114994,1494800,
129,builder_13,23886996,346280,
130,builder_13,32432994,1764400,
131,builder_2,25483000,475700,
132,builder_13,64376006,906700,
133,builder_13,8880000,0,
134,builder_13,8504001,0,
135,builder_11,300000,0,
136,builder_13,61276000,395700,
137,builder_13,100104002,2080100,
138,builder_13,26550006,378500,
139,builder_13,33033002,829390,
140,builder_13,5300000,0,
141,builder_13,8460001,17700000,
142,builder_13,168051996,514230,
143,builder_13,79464000,261230,
144,builder_11,565000,0,
145,builder_13,197733999,1244600,
146,builder_13,98329998,139000,
147,builder_11,100000,0,
148,builder_13,105114994,1494800,
149,builder_13,23886996,346280,
150,builder_13,32432994,1764400,
151,builder_2,25483000,475700,
