block_num,builder_id,total_gas_fee,total_mev,included_txs
0,builder_13,5300000,0,
1,builder_13,36669998,525400,
2,builder_13,82088001,335830,
3,builder_13,8446000,0,
4,builder_13,206674015,79200,
5,builder_13,209693984,63300,
6,builder_13,22817004,0,
7,builder_13,68540997,113800,
8,builder_13,131024996,0,
9,builder_11,130019006,75000,
10,builder_13,210844002,425800,
11,builder_13,76999,0,
12,builder_2,302083023,608500,
13,builder_13,516460021,510000,
14,builder_13,110484000,0,
15,builder_13,35574003,0,
16,builder_13,22419991,0,
17,builder_11,60700991,34700,
18,builder_13,125599999,0,
19,builder_13,26842003,4320000,
20,builder_13,5300000,0,
21,builder_13,36669998,525400,
22,builder_13,82088001,335830,
23,builder_13,8446000,0,
24,builder_13,206674015,79200,
25,builder_13,209693984,63300,
26,builder_13,22817004,0,
27,builder_13,68540997,113800,
28,builder_13,131024996,0,
29,builder_11,130019006,75000,
30,builder_13,210844002,425800,
31,builder_13,76999,0,
32,builder_2,302083023,608500,
33,builder_13,516460021,510000,
34,builder_13,110484000,0,
35,builder_13,35574003,0,
36,builder_13,22419991,0,
37,builder_11,60700991,34700,
38,builder_13,125599999,0,
39,builder_13,26842003,4320000,
40,builder_13,5300000,0,
41,builder_13,36669998,525400,
42,builder_13,82088001,335830,
43,builder_13,8446000,0,
44,builder_13,206674015,79200,
45,builder_13,209693984,63300,
46,builder_13,22817004,0,
47,builder_13,68540997,113800,
48,builder_13,131024996,0,
49,builder_11,130019006,75000,
50,builder_13,210844002,425800,
51,builder_13,76999,0,
52,builder_2,302083023,608500,
53,builder_13,516460021,510000,
54,builder_13,110484000,0,
55,builder_13,35574003,0,
56,builder_13,22419991,0,
57,builder_11,60700991,34700,
58,builder_13,125599999,0,
59,builder_13,26842003,4320000,
60,builder_13,5300000,0,
61,builder_13,36669998,525400,
62,builder_13,82088001,335830,
63,builder_13,8446000,0,
64,builder_13,206674015,79200,
65,builder_13,209693984,63300,
66,builder_13,22817004,0,
67,builder_13,68540997,113800,
68,builder_13,131024996,0,
69,builder_11,130019006,75000,
70,builder_13,210844002,425800,
71,builder_13,76999,0,
72,builder_2,302083023,608500,
73,builder_13,516460021,510000,
74,builder_13,110484000,0,
75,builder_13,35574003,0,
76,builder_13,22419991,0,
77,builder_11,60700991,34700,
78,builder_13,125599999,0,
79,builder_13,26842003,4320000,
80,builder_13,5300000,0,
81,builder_13,36669998,525400,
82,builder_13,82088001,335830,
83,builder_13,8446000,0,
84,builder_13,206674015,79200,
85,builder_13,209693984,63300,
86,builder_13,22817004,0,
87,builder_13,68540997,113800,
88,builder_13,131024996,0,
89,builder_11,130019006,75000,
90,builder_13,210844002,425800,
91,builder_13,76999,0,
92,builder_2,302083023,608500,
93,builder_13,516460021,510000,
94,builder_13,110484000,0,
95,builder_13,35574003,0,
96,builder_13,22419991,0,
97,builder_11,60700991,34700,
98,builder_13,125599999,0,
99,builder_13,26842003,4320000,
100,builder_13,5300000,0,
101,builder_13,36669998,525400,
102,builder_13,82088001,335830,
103,builder_13,8446000,0,
104,builder_13,206674015,79200,
105,builder_13,209693984,63300,
106,builder_13,22817004,0,
107,builder_13,68540997,113800,
108,builder_13,131024996,0,
109,builder_11,130019006,75000,
110,builder_13,210844002,425800,
111,builder_13,76999,0,
112,builder_2,302083023,608500,
113,builder_13,516460021,510000,
114,builder_13,110484000,0,
115,builder_13,35574003,0,
116,builder_13,22419991,0,
117,builder_11,60700991,34700,
118,builder_13,125599999,0,
119,builder_13,26842003,4320000,
120,builder_13,5300000,0,
121,builder_13,36669998,525400,
122,builder_13,82088001,335830,
123,builder_13,8446000,0,
124,builder_13,206674015,79200,
125,builder_13,209693984,63300,
126,builder_13,22817004,0,
127,builder_13,68540997,113800,
128,builder_13,131024996,0,
129,builder_11,130019006,75000,
130,builder_13,210844002,425800,
131,builder_13,76999,0,
132,builder_2,302083023,608500,
133,builder_13,516460021,510000,
134,builder_13,110484000,0,
135,builder_13,35574003,0,
136,builder_13,22419991,0,
137,builder_11,60700991,34700,
138,builder_13,125599999,0,
139,builder_13,26842003,4320000,
140,builder_13,5300000,0,
141,builder_13,36669998,525400,
142,builder_13,82088001,335830,
143,builder_13,8446000,0,
144,builder_13,206674015,79200,
145,builder_13,209693984,63300,
146,builder_13,22817004,0,
147,builder_13,68540997,113800,
148,builder_13,131024996,0,
149,builder_11,130019006,75000,
150,builder_13,210844002,425800,
151,builder_13,76999,0,
152,builder_2,302083023,608500,
153,builder_13,516460021,510000,
154,builder_13,110484000,0,
155,builder_13,35574003,0,
156,builder_13,22419991,0,
157,builder_11,60700991,34700,
158,builder_13,125599999,0,
159,builder_13,26842003,4320000,
160,builder_13,5300000,0,
161,builder_13,36669998,525400,
162,builder_13,82088001,335830,
163,builder_13,8446000,0,
164,builder_13,206674015,79200,
165,builder_13,209693984,63300,
166,builder_13,22817004,0,
167,builder_13,68540997,113800,
168,builder_13,131024996,0,
169,builder_11,130019006,75000,
170,builder_13,210844002,425800,
171,builder_13,76999,0,
172,builder_2,302083023,608500,
173,builder_13,516460021,510000,
174,builder_13,110484000,0,
175,builder_13,35574003,0,
176,builder_13,22419991,0,
177,builder_11,60700991,34700,
178,builder_13,125599999,0,
179,builder_13,26842003,4320000,
180,builder_13,5300000,0,
181,builder_13,36669998,525400,
182,builder_13,82088001,335830,
183,builder_13,8446000,0,
184,builder_13,206674015,79200,
185,builder_13,209693984,63300,
186,builder_13,22817004,0,
187,builder_13,68540997,113800,
188,builder_13,131024996,0,
189,builder_11,130019006,75000,
190,builder_13,210844002,425800,
191,builder_13,76999,0,
192,builder_2,302083023,608500,
193,builder_13,516460021,510000,
194,builder_13,110484000,0,
195,builder_13,35574003,0,
196,builder_13,22419991,0,
197,builder_11,60700991,34700,
198,builder_13,125599999,0,
199,builder_13,26842003,4320000,
200,builder_13,5300000,0,
201,builder_13,36669998,525400,
202,builder_13,82088001,335830,
203,builder_13,8446000,0,
204,builder_13,206674015,79200,
205,builder_13,209693984,63300,
206,builder_13,22817004,0,
207,builder_13,68540997,113800,
208,builder_13,131024996,0,
209,builder_11,130019006,75000,
210,builder_13,210844002,425800,
211,builder_13,76999,0,
212,builder_2,302083023,608500,
213,builder_13,516460021,510000,
214,builder_13,110484000,0,
215,builder_13,35574003,0,
216,builder_13,22419991,0,
217,builder_11,60700991,34700,
218,builder_13,125599999,0,
219,builder_13,26842003,4320000,
220,builder_13,5300000,0,
221,builder_13,36669998,525400,
222,builder_13,82088001,335830,
223,builder_13,8446000,0,
224,builder_13,206674015,79200,
225,builder_13,209693984,63300,
226,builder_13,22817004,0,
227,builder_13,68540997,113800,
228,builder_13,131024996,0,
229,builder_11,130019006,75000,
230,builder_13,210844002,425800,
231,builder_13,76999,0,
232,builder_2,302083023,608500,
233,builder_13,516460021,510000,
234,builder_13,110484000,0,
235,builder_13,35574003,0,
236,builder_13,22419991,0,
237,builder_11,60700991,34700,
238,builder_13,125599999,0,
239,builder_13,26842003,4320000,
240,builder_13,5300000,0,
241,builder_13,36669998,525400,
242,builder_13,82088001,335830,
243,builder_13,8446000,0,
244,builder_13,206674015,79200,
245,builder_13,209693984,63300,
246,builder_13,22817004,0,
247,builder_13,68540997,113800,
248,builder_13,131024996,0,
249,builder_11,130019006,75000,
250,builder_13,210844002,425800,
251,builder_13,76999,0,
252,builder_2,302083023,608500,
253,builder_13,516460021,510000,
254,builder_13,110484000,0,
255,builder_13,35574003,0,
256,builder_13,22419991,0,
257,builder_11,60700991,34700,
258,builder_13,125599999,0,
259,builder_13,26842003,4320000,
260,builder_13,1210000,0,
261,builder_13,65610002,677000,
262,builder_11,161887001,934100,
263,builder_13,67800003,462800,
264,builder_2,101160000,7410400,
265,builder_13,149820005,7410400,
266,builder_13,88615003,277000,
267,builder_13,57996004,32900,
268,builder_11,50752010,333200,
269,builder_2,41600001,15300,
270,builder_13,241099994,96000,
271,builder_13,1599999,0,
272,builder_11,10069998,0,
273,builder_13,178410008,0,
274,builder_13,120003005,84800,
275,builder_13,152117000,97730,
276,builder_13,49716988,54400,
277,builder_13,20219997,0,
278,builder_13,125922005,18926800,
279,builder_13,4019996,0,
280,builder_13,1210000,0,
281,builder_13,65610002,677000,
282,builder_11,161887001,934100,
283,builder_13,67800003,462800,
284,builder_2,101160000,7410400,
285,builder_13,149820005,7410400,
286,builder_13,88615003,277000,
287,builder_13,57996004,32900,
288,builder_11,50752010,333200,
289,builder_2,41600001,15300,
290,builder_13,241099994,96000,
291,builder_13,1599999,0,
292,builder_11,10069998,0,
293,builder_13,178410008,0,
294,builder_13,120003005,84800,
295,builder_13,152117000,97730,
296,builder_13,49716988,54400,
297,builder_13,20219997,0,
298,builder_13,125922005,18926800,
299,builder_13,4019996,0,
300,builder_13,1210000,0,
301,builder_13,65610002,677000,
302,builder_11,161887001,934100,
303,builder_13,67800003,462800,
304,builder_2,101160000,7410400,
305,builder_13,149820005,7410400,
306,builder_13,88615003,277000,
307,builder_13,57996004,32900,
308,builder_11,50752010,333200,
309,builder_2,41600001,15300,
310,builder_13,241099994,96000,
311,builder_13,1599999,0,
312,builder_11,10069998,0,
313,builder_13,178410008,0,
314,builder_13,120003005,84800,
