block_num,builder_id,total_gas_fee,total_mev,included_txs
0,builder_13,5300000,0,
1,builder_13,50462999,481800,
2,builder_13,104032004,480130,
3,builder_13,111221002,19700,
4,builder_11,20390003,0,
5,builder_13,333226000,1174020,
6,builder_2,298326996,30200,
7,builder_13,564087998,30200,
8,builder_13,119659998,17705640,
9,builder_13,566308004,411000,
10,builder_11,1019399994,18974800,
11,builder_13,976939985,56900,
12,builder_13,719544005,16400,
13,builder_13,874350007,1367100,
14,builder_13,295479996,1148000,
15,builder_13,280796999,0,
16,builder_13,66682007,132700,
17,builder_11,26999999,0,
18,builder_13,161810999,4379800,
19,builder_13,317000007,0,
20,builder_13,5300000,0,
21,builder_13,50462999,481800,
22,builder_13,104032004,480130,
23,builder_13,111221002,19700,
24,builder_11,20390003,0,
25,builder_13,333226000,1174020,
26,builder_2,298326996,30200,
27,builder_13,564087998,30200,
28,builder_13,119659998,17705640,
29,builder_13,566308004,411000,
30,builder_11,1019399994,18974800,
31,builder_13,976939985,56900,
32,builder_13,719544005,16400,
33,builder_13,874350007,1367100,
34,builder_13,295479996,1148000,
35,builder_13,280796999,0,
36,builder_13,66682007,132700,
37,builder_11,26999999,0,
38,builder_13,161810999,4379800,
39,builder_13,317000007,0,
40,builder_13,5300000,0,
41,builder_13,50462999,481800,
42,builder_13,104032004,480130,
43,builder_13,111221002,19700,
44,builder_11,20390003,0,
45,builder_13,333226000,1174020,
46,builder_2,298326996,30200,
47,builder_13,564087998,30200,
48,builder_13,119659998,17705640,
49,builder_13,566308004,411000,
50,builder_11,1019399994,18974800,
51,builder_13,976939985,56900,
52,builder_13,719544005,16400,
53,builder_13,874350007,1367100,
54,builder_13,295479996,1148000,
55,builder_13,280796999,0,
56,builder_13,66682007,132700,
57,builder_11,26999999,0,
58,builder_13,161810999,4379800,
59,builder_13,317000007,0,
60,builder_13,5300000,0,
61,builder_13,50462999,481800,
62,builder_13,104032004,480130,
63,builder_13,111221002,19700,
64,builder_11,20390003,0,
65,builder_13,333226000,1174020,
66,builder_2,298326996,30200,
67,builder_13,564087998,30200,
68,builder_13,119659998,17705640,
69,builder_13,566308004,411000,
70,builder_11,1019399994,18974800,
71,builder_13,976939985,56900,
72,builder_13,719544005,16400,
73,builder_13,874350007,1367100,
74,builder_13,295479996,1148000,
75,builder_13,280796999,0,
76,builder_13,66682007,132700,
77,builder_11,26999999,0,
78,builder_13,161810999,4379800,
79,builder_13,317000007,0,
80,builder_13,5300000,0,
81,builder_13,50462999,481800,
82,builder_13,104032004,480130,
83,builder_13,111221002,19700,
84,builder_11,20390003,0,
85,builder_13,333226000,1174020,
86,builder_2,298326996,30200,
87,builder_13,564087998,30200,
88,builder_13,119659998,17705640,
89,builder_13,566308004,411000,
90,builder_11,1019399994,18974800,
91,builder_13,976939985,56900,
92,builder_13,719544005,16400,
93,builder_13,874350007,1367100,
94,builder_13,295479996,1148000,
95,builder_13,280796999,0,
96,builder_13,66682007,132700,
97,builder_11,26999999,0,
98,builder_13,161810999,4379800,
99,builder_13,317000007,0,
100,builder_13,5300000,0,
101,builder_13,50462999,481800,
102,builder_13,104032004,480130,
103,builder_13,111221002,19700,
104,builder_11,20390003,0,
105,builder_13,333226000,1174020,
106,builder_2,298326996,30200,
107,builder_13,564087998,30200,
108,builder_13,119659998,17705640,
109,builder_13,566308004,411000,
110,builder_11,1019399994,18974800,
111,builder_13,976939985,56900,
112,builder_13,719544005,16400,
113,builder_13,874350007,1367100,
114,builder_13,295479996,1148000,
115,builder_13,280796999,0,
116,builder_13,66682007,132700,
117,builder_11,26999999,0,
118,builder_13,161810999,4379800,
119,builder_13,317000007,0,
120,builder_13,5300000,0,
121,builder_13,50462999,481800,
122,builder_13,104032004,480130,
123,builder_13,111221002,19700,
124,builder_11,20390003,0,
125,builder_13,333226000,1174020,
126,builder_2,298326996,30200,
127,builder_13,564087998,30200,
128,builder_13,119659998,17705640,
129,builder_13,566308004,411000,
130,builder_11,1019399994,18974800,
131,builder_13,976939985,56900,
132,builder_13,719544005,16400,
133,builder_13,874350007,1367100,
134,builder_13,295479996,1148000,
135,builder_13,280796999,0,
136,builder_13,66682007,132700,
137,builder_11,26999999,0,
138,builder_13,161810999,4379800,
139,builder_13,317000007,0,
140,builder_13,5300000,0,
141,builder_13,50462999,481800,
142,builder_13,104032004,480130,
143,builder_13,111221002,19700,
144,builder_11,20390003,0,
145,builder_13,333226000,1174020,
146,builder_2,298326996,30200,
147,builder_13,564087998,30200,
148,builder_13,119659998,17705640,
149,builder_13,566308004,411000,
150,builder_11,1019399994,18974800,
151,builder_13,976939985,56900,
152,builder_13,719544005,16400,
153,builder_13,874350007,1367100,
154,builder_13,295479996,1148000,
155,builder_13,280796999,0,
156,builder_13,66682007,132700,
157,builder_11,26999999,0,
158,builder_13,161810999,4379800,
159,builder_13,317000007,0,
160,builder_13,5300000,0,
161,builder_13,50462999,481800,
162,builder_13,104032004,480130,
163,builder_13,111221002,19700,
164,builder_11,20390003,0,
165,builder_13,333226000,1174020,
166,builder_2,298326996,30200,
167,builder_13,564087998,30200,
168,builder_13,119659998,17705640,
169,builder_13,566308004,411000,
170,builder_11,1019399994,18974800,
171,builder_13,976939985,56900,
172,builder_13,719544005,16400,
173,builder_13,874350007,1367100,
174,builder_13,295479996,1148000,
175,builder_13,280796999,0,
176,builder_13,66682007,132700,
177,builder_11,26999999,0,
178,builder_13,161810999,4379800,
179,builder_13,317000007,0,
180,builder_13,5300000,0,
181,builder_13,50462999,481800,
182,builder_13,104032004,480130,
183,builder_13,111221002,19700,
184,builder_11,20390003,0,
185,builder_13,333226000,1174020,
186,builder_2,298326996,30200,
187,builder_13,564087998,30200,
188,builder_13,119659998,17705640,
189,builder_13,566308004,411000,
190,builder_11,1019399994,18974800,
191,builder_13,976939985,56900,
192,builder_13,719544005,16400,
193,builder_13,874350007,1367100,
194,builder_13,295479996,1148000,
195,builder_13,280796999,0,
196,builder_13,66682007,132700,
197,builder_11,26999999,0,
198,builder_13,161810999,4379800,
199,builder_13,317000007,0,
200,builder_13,5300000,0,
201,builder_13,50462999,481800,
202,builder_13,104032004,480130,
203,builder_13,111221002,19700,
204,builder_11,20390003,0,
205,builder_13,333226000,1174020,
206,builder_2,298326996,30200,
207,builder_13,564087998,30200,
208,builder_13,119659998,17705640,
209,builder_13,566308004,411000,
210,builder_11,1019399994,18974800,
211,builder_13,976939985,56900,
