block_num,builder_id,total_gas_fee,total_mev,included_txs
0,builder_13,5300000,0,
1,builder_13,7360000,17700000,
2,builder_13,26131999,100430,
3,builder_13,29500001,497830,
4,builder_13,131763000,71200,
5,builder_13,93389997,579300,
6,builder_13,74454998,161000,
7,,0,0,
8,builder_13,234053001,1450680,
9,builder_11,7690000,49100,
10,builder_13,37964001,4504800,
11,builder_11,38530000,91100,
12,builder_13,128053000,6132600,
13,builder_11,32000000,0,
14,builder_13,113425000,2190050,
15,builder_11,270000,283000,
16,builder_2,38278002,1267680,
17,builder_11,1520000,0,
18,builder_11,2720000,17714200,
19,builder_11,2000000,0,
20,builder_13,5300000,0,
21,builder_13,7360000,17700000,
22,builder_13,26131999,100430,
23,builder_13,29500001,497830,
24,builder_13,131763000,71200,
25,builder_13,93389997,579300,
26,builder_13,74454998,161000,
27,,0,0,
28,builder_13,234053001,1450680,
29,builder_11,7690000,49100,
30,builder_13,37964001,4504800,
31,builder_11,38530000,91100,
32,builder_13,128053000,6132600,
33,builder_11,32000000,0,
34,builder_13,113425000,2190050,
35,builder_11,270000,283000,
36,builder_2,38278002,1267680,
37,builder_11,1520000,0,
38,builder_11,2720000,17714200,
39,builder_11,2000000,0,
40,builder_13,5300000,0,
41,builder_13,7360000,17700000,
42,builder_13,26131999,100430,
43,builder_13,29500001,497830,
44,builder_13,131763000,71200,
45,builder_13,93389997,579300,
46,builder_13,74454998,161000,
47,,0,0,
48,builder_13,234053001,1450680,
49,builder_11,7690000,49100,
50,builder_13,37964001,4504800,
51,builder_11,38530000,91100,
52,builder_13,128053000,6132600,
53,builder_11,32000000,0,
54,builder_13,113425000,2190050,
55,builder_11,270000,283000,
56,builder_2,38278002,1267680,
57,builder_11,1520000,0,
58,builder_11,2720000,17714200,
59,builder_11,2000000,0,
60,builder_13,5300000,0,
61,builder_13,7360000,17700000,
62,builder_13,26131999,100430,
63,builder_13,29500001,497830,
64,builder_13,131763000,71200,
65,builder_13,93389997,579300,
66,builder_13,74454998,161000,
67,,0,0,
68,builder_13,234053001,1450680,
69,builder_11,7690000,49100,
70,builder_13,37964001,4504800,
71,builder_11,38530000,91100,
72,builder_13,128053000,6132600,
73,builder_11,32000000,0,
74,builder_13,113425000,2190050,
75,builder_11,270000,283000,
76,builder_2,38278002,1267680,
77,builder_11,1520000,0,
78,builder_11,2720000,17714200,
79,builder_11,2000000,0,
80,builder_13,5300000,0,
81,builder_13,7360000,17700000,
82,builder_13,26131999,100430,
83,builder_13,29500001,497830,
84,builder_13,131763000,71200,
85,builder_13,93389997,579300,
86,builder_13,74454998,161000,
87,,0,0,
88,builder_13,234053001,1450680,
89,builder_11,7690000,49100,
90,builder_13,37964001,4504800,
91,builder_11,38530000,91100,
92,builder_13,128053000,6132600,
93,builder_11,32000000,0,
94,builder_13,113425000,2190050,
95,builder_11,270000,283000,
96,builder_2,38278002,1267680,
97,builder_11,1520000,0,
98,builder_11,2720000,17714200,
99,builder_11,2000000,0,
100,builder_13,5300000,0,
101,builder_13,7360000,17700000,
102,builder_13,26131999,100430,
103,builder_13,29500001,497830,
104,builder_13,131763000,71200,
105,builder_13,93389997,579300,
106,builder_13,74454998,161000,
107,,0,0,
108,builder_13,234053001,1450680,
109,builder_11,7690000,49100,
110,builder_13,37964001,4504800,
111,builder_11,38530000,91100,
112,builder_13,128053000,6132600,
113,builder_11,32000000,0,
114,builder_13,113425000,2190050,
115,builder_11,270000,283000,
116,builder_2,38278002,1267680,
117,builder_11,1520000,0,
118,builder_11,2720000,17714200,
119,builder_11,2000000,0,
120,builder_13,5300000,0,
121,builder_13,7360000,17700000,
122,builder_13,26131999,100430,
123,builder_13,29500001,497830,
124,builder_13,131763000,71200,
125,builder_13,93389997,579300,
126,builder_13,74454998,161000,
127,,0,0,
128,builder_13,234053001,1450680,
129,builder_11,7690000,49100,
130,builder_13,37964001,4504800,
131,builder_11,38530000,91100,
132,builder_13,128053000,6132600,
133,builder_11,32000000,0,
134,builder_13,113425000,2190050,
135,builder_11,270000,283000,
136,builder_2,38278002,1267680,
137,builder_11,1520000,0,
138,builder_11,2720000,17714200,
139,builder_11,2000000,0,
140,builder_13,5300000,0,
141,builder_13,7360000,17700000,
142,builder_13,26131999,100430,
143,builder_13,29500001,497830,
144,builder_13,131763000,71200,
145,builder_13,93389997,579300,
146,builder_13,74454998,161000,
147,,0,0,
148,builder_13,234053001,1450680,
149,builder_11,7690000,49100,
150,builder_13,37964001,4504800,
151,builder_11,38530000,91100,
152,builder_13,128053000,6132600,
153,builder_11,32000000,0,
154,builder_13,113425000,2190050,
155,builder_11,270000,283000,
156,builder_2,38278002,1267680,
157,builder_11,1520000,0,
158,builder_11,2720000,17714200,
159,builder_11,2000000,0,
160,builder_13,5300000,0,
161,builder_13,7360000,17700000,
162,builder_13,26131999,100430,
163,builder_13,29500001,497830,
164,builder_13,131763000,71200,
165,builder_13,93389997,579300,
166,builder_13,74454998,161000,
167,,0,0,
168,builder_13,234053001,1450680,
169,builder_11,7690000,49100,
170,builder_13,37964001,4504800,
171,builder_11,38530000,91100,
172,builder_13,128053000,6132600,
173,builder_11,32000000,0,
174,builder_13,113425000,2190050,
175,builder_11,270000,283000,
176,builder_2,38278002,1267680,
177,builder_11,1520000,0,
178,builder_11,2720000,17714200,
179,builder_11,2000000,0,
180,builder_13,5300000,0,
181,builder_13,7360000,17700000,
182,builder_13,26131999,100430,
183,builder_13,29500001,497830,
184,builder_13,131763000,71200,
185,builder_13,93389997,579300,
186,builder_13,74454998,161000,
187,,0,0,
188,builder_13,234053001,1450680,
189,builder_11,7690000,49100,
190,builder_13,37964001,4504800,
191,builder_11,38530000,91100,
192,builder_13,128053000,6132600,
193,builder_11,32000000,0,
194,builder_13,113425000,2190050,
195,builder_11,270000,283000,
196,builder_2,38278002,1267680,
197,builder_11,1520000,0,
198,builder_11,2720000,17714200,
199,builder_11,2000000,0,
200,builder_13,5300000,0,
201,builder_13,7360000,17700000,
202,builder_13,26131999,100430,
203,builder_13,29500001,497830,
204,builder_13,131763000,71200,
205,builder_13,93389997,579300,
206,builder_13,74454998,161000,
207,,0,0,
208,builder_13,234053001,1450680,
209,builder_11,7690000,49100,
210,builder_13,37964001,4504800,
211,builder_11,38530000,91100,
212,builder_13,128053000,6132600,
213,builder_11,32000000,0,
214,builder_13,113425000,2190050,
215,builder_11,270000,283000,
216,builder_2,38278002,1267680,
217,builder_11,1520000,0,
218,builder_11,2720000,17714200,
219,builder_11,2000000,0,
220,builder_13,5300000,0,
221,builder_13,7360000,17700000,
222,builder_13,26131999,100430,
223,builder_13,29500001,497830,
224,builder_13,131763000,71200,
225,builder_13,93389997,579300,
226,builder_13,74454998,161000,
227,,0,0,
228,builder_13,234053001,1450680,
229,builder_11,7690000,49100,
230,builder_13,37964001,4504800,
231,builder_11,38530000,91100,
232,builder_13,128053000,6132600,
233,builder_11,32000000,0,
234,builder_13,113425000,2190050,
235,builder_11,270000,283000,
236,builder_2,38278002,1267680,
237,builder_11,1520000,0,
238,builder_11,2720000,17714200,
239,builder_11,2000000,0,
240,builder_13,5300000,0,
241,builder_13,7360000,17700000,
242,builder_13,26131999,100430,
243,builder_13,29500001,497830,
244,builder_13,131763000,71200,
245,builder_13,93389997,579300,
246,builder_13,74454998,161000,
247,,0,0,
248,builder_13,234053001,1450680,
249,builder_11,7690000,49100,
250,builder_13,37964001,4504800,
251,builder_11,38530000,91100,
252,builder_13,128053000,6132600,
253,builder_11,32000000,0,
254,builder_13,113425000,2190050,
255,builder_11,270000,283000,
256,builder_2,38278002,1267680,
257,builder_11,1520000,0,
258,builder_11,2720000,17714200,
259,builder_11,2000000,0,
260,builder_13,5087000,17700000,
261,builder_11,160000,13900,
262,builder_11,87000,0,
263,builder_13,124938998,1125240,
264,builder_13,127791996,1838400,
265,builder_11,2130000,417000,
266,builder_11,3500000,8520,
267,builder_13,245530002,10027280,
268,builder_13,35990998,1182700,
269,builder_13,76501003,584000,
270,builder_11,79000,0,
271,builder_13,16619998,178100,
272,builder_11,30000000,769000,
273,builder_13,286940002,7339720,
274,builder_11,1637000,285000,
275,builder_13,60460999,929500,
276,builder_13,7108000,0,
277,builder_13,80215001,719000,
278,builder_13,256046002,1402520,
279,builder_11,27870000,102600,
280,builder_13,5087000,17700000,
281,builder_11,160000,13900,
282,builder_11,87000,0,
283,builder_13,124938998,1125240,
284,builder_13,127791996,1838400,
285,builder_11,2130000,417000,
286,builder_11,3500000,8520,
287,builder_13,245530002,10027280,
288,builder_13,35990998,1182700,
289,builder_13,76501003,584000,
290,builder_11,79000,0,
291,builder_13,16619998,178100,
292,builder_11,30000000,769000,
