id,position,gas_fee,mev_potential,creator_id,created_at,included_at,target_tx
31,0,46600272,300,user_36,0,0,
9,1,41510751,0,user_13,0,0,
21,2,23750008,621,user_22,0,0,
12,3,22812151,0,user_15,0,0,
28,4,21425150,75,user_34,0,0,
39,5,15491636,0,user_43,0,0,
8,6,12088366,1,user_12,0,0,
4,7,10162623,0,user_7,0,0,
22,8,8658866,2,user_23,0,0,
19,9,7238680,0,user_18,0,0,
40,10,6708102,37,user_44,0,0,
35,11,6562879,0,user_41,0,0,
27,12,6444949,0,user_33,0,0,
37,13,6189642,0,user_43,0,0,
1,14,6160637,0,user_1,0,0,
24,15,6005784,287,user_29,0,0,
29,16,5170784,33,user_34,0,0,
34,17,5056303,0,user_40,0,0,
14,18,4480952,0,user_16,0,0,
16,19,4005764,0,user_16,0,0,
0,20,3762803,0,user_1,0,0,
13,21,2898868,0,user_16,0,0,
23,22,2693728,32,user_25,0,0,
32,23,2374832,0,user_37,0,0,
6,24,2317271,10,user_10,0,0,
30,25,2303144,170,user_34,0,0,
18,26,1595645,0,user_17,0,0,
33,27,1512842,808,user_39,0,0,
15,28,1500505,0,user_16,0,0,
3,29,1459735,10,user_6,0,0,
17,30,988461,8,user_16,0,0,
10,31,841804,685,user_14,0,0,
7,32,800240,56,user_11,0,0,
41,33,706581,4,user_47,0,0,
36,34,682645,0,user_41,0,0,
5,35,647372,0,user_9,0,0,
11,36,638917,0,user_14,0,0,
20,37,630291,2692,user_19,0,0,
25,38,630000,0,user_30,0,0,
38,39,612143,0,user_43,0,0,
26,40,609000,48,user_31,0,0,
2,41,504024,0,user_4,0,0,
73,0,61493154,60,user_33,1,1,
63,1,15314897,224,user_26,1,1,
43,2,11145442,901,user_6,1,1,
68,3,9208069,0,user_31,1,1,
79,4,9121419,0,user_36,1,1,
89,5,8555164,1,user_47,1,1,
74,6,8168023,0,user_35,1,1,
42,7,7030706,0,user_5,1,1,
54,8,6882398,0,user_18,1,1,
59,9,6809827,0,user_22,1,1,
88,10,6553110,0,user_44,1,1,
56,11,6551349,6,user_19,1,1,
92,12,6094482,0,user_49,1,1,
86,13,4940803,0,user_42,1,1,
84,14,4820274,0,user_39,1,1,
91,15,4572591,0,user_48,1,1,
58,16,4452777,0,user_21,1,1,
57,17,3655131,901,user_20,1,1,
80,18,3053088,100,user_37,1,1,
87,19,3051898,0,user_43,1,1,
50,20,2986759,92,user_14,1,1,
66,21,2953103,46,user_30,1,1,
60,22,2941767,0,user_22,1,1,
70,23,2787834,479,user_32,1,1,
72,24,2605258,0,user_33,1,1,
