period,block_number,num_transactions,inversion_count,inversion_rate,max_possible_inversions
STABLE_PRE_MERGE_2022,15000000,348,2663,0.04410546887939316,60378
STABLE_PRE_MERGE_2022,15000001,229,0,0.0,26106
STABLE_PRE_MERGE_2022,15000002,138,274,0.028985507246376812,9453
STABLE_PRE_MERGE_2022,15000003,185,1273,0.07479435957696827,17020
STABLE_PRE_MERGE_2022,15000004,179,178,0.0111731843575419,15931
STABLE_PRE_MERGE_2022,15000005,259,308,0.009218520846427823,33411
STABLE_PRE_MERGE_2022,15000006,223,89,0.0035955237748959723,24753
STABLE_PRE_MERGE_2022,15000007,251,1,3.187250996015936e-05,31375
STABLE_PRE_MERGE_2022,15000008,414,851,0.009954264191552327,85491
STABLE_PRE_MERGE_2022,15000009,606,1130,0.0061642527889152554,183315
STABLE_PRE_MERGE_2022,15000010,63,0,0.0,1953
STABLE_PRE_MERGE_2022,15000011,421,0,0.0,88410
STABLE_PRE_MERGE_2022,15000012,272,1125,0.03052420230084654,36856
STABLE_PRE_MERGE_2022,15000013,70,0,0.0,2415
STABLE_PRE_MERGE_2022,15000014,144,1444,0.14024864024864026,10296
STABLE_PRE_MERGE_2022,15000015,347,2039,0.03396578434475521,60031
STABLE_PRE_MERGE_2022,15000016,357,711,0.011188745160985742,63546
STABLE_PRE_MERGE_2022,15000017,36,35,0.05555555555555555,630
STABLE_PRE_MERGE_2022,15000018,236,1677,0.06047601875225388,27730
STABLE_PRE_MERGE_2022,15000019,170,17,0.001183431952662722,14365
STABLE_PRE_MERGE_2022,15000020,57,108,0.06766917293233082,1596
STABLE_PRE_MERGE_2022,15000021,232,1431,0.05340349305866547,26796
STABLE_PRE_MERGE_2022,15000022,85,0,0.0,3570
STABLE_PRE_MERGE_2022,15000023,23,97,0.383399209486166,253
STABLE_PRE_MERGE_2022,15000024,260,1028,0.030531630531630532,33670
STABLE_PRE_MERGE_2022,15000025,0,0,0.0,0
STABLE_PRE_MERGE_2022,15000026,64,0,0.0,2016
STABLE_PRE_MERGE_2022,15000027,317,397,0.007926366649363095,50086
STABLE_PRE_MERGE_2022,15000028,252,659,0.020837285777524823,31626
STABLE_PRE_MERGE_2022,15000029,123,122,0.016260162601626018,7503
STABLE_PRE_MERGE_2022,15000030,170,0,0.0,14365
STABLE_PRE_MERGE_2022,15000031,215,636,0.027646163877417952,23005
STABLE_PRE_MERGE_2022,15000032,373,1246,0.01795958372971259,69378
STABLE_PRE_MERGE_2022,15000033,206,435,0.020601468150603836,21115
STABLE_PRE_MERGE_2022,15000034,121,1543,0.21253443526170798,7260
STABLE_PRE_MERGE_2022,15000035,449,238,0.002366369710467706,100576
STABLE_PRE_MERGE_2022,15000036,256,531,0.016268382352941178,32640
STABLE_PRE_MERGE_2022,15000037,373,2955,0.04259275274582721,69378
STABLE_PRE_MERGE_2022,15000038,218,713,0.03014416775884666,23653
STABLE_PRE_MERGE_2022,15000039,147,423,0.03941850712887895,10731
STABLE_PRE_MERGE_2022,15000040,55,15,0.010101010101010102,1485
STABLE_PRE_MERGE_2022,15000041,70,177,0.07329192546583851,2415
STABLE_PRE_MERGE_2022,15000042,136,855,0.09313725490196079,9180
STABLE_PRE_MERGE_2022,15000043,83,156,0.04584190420217455,3403
STABLE_PRE_MERGE_2022,15000044,97,20,0.00429553264604811,4656
STABLE_PRE_MERGE_2022,15000045,220,2040,0.08468244084682441,24090
STABLE_PRE_MERGE_2022,15000046,195,47,0.0024848004229447527,18915
STABLE_PRE_MERGE_2022,15000047,343,949,0.01617990554617837,58653
STABLE_PRE_MERGE_2022,15000048,346,2483,0.041601742481360476,59685
STABLE_PRE_MERGE_2022,15000049,194,721,0.038512899951925646,18721
STABLE_PRE_MERGE_2022,15000050,70,368,0.1523809523809524,2415
STABLE_PRE_MERGE_2022,15000051,226,189,0.007433628318584071,25425
STABLE_PRE_MERGE_2022,15000052,230,0,0.0,26335
STABLE_PRE_MERGE_2022,15000053,44,73,0.07716701902748414,946
STABLE_PRE_MERGE_2022,15000054,380,12384,0.1719761144285516,72010
STABLE_PRE_MERGE_2022,15000055,201,728,0.036218905472636814,20100
STABLE_PRE_MERGE_2022,15000056,79,165,0.053554040895813046,3081
STABLE_PRE_MERGE_2022,15000057,58,161,0.09739866908650938,1653
STABLE_PRE_MERGE_2022,15000058,96,162,0.035526315789473684,4560
STABLE_PRE_MERGE_2022,15000059,145,1286,0.1231800766283525,10440
STABLE_PRE_MERGE_2022,15000060,155,0,0.0,11935
STABLE_PRE_MERGE_2022,15000061,80,305,0.09651898734177215,3160
STABLE_PRE_MERGE_2022,15000062,313,631,0.012922913082657491,48828
STABLE_PRE_MERGE_2022,15000063,267,6949,0.19568584382304074,35511
STABLE_PRE_MERGE_2022,15000064,232,8918,0.3328108672936259,26796
STABLE_PRE_MERGE_2022,15000065,365,10042,0.15116664157760049,66430
STABLE_PRE_MERGE_2022,15000066,288,1376,0.03329461866047232,41328
STABLE_PRE_MERGE_2022,15000067,395,928,0.011925721261967486,77815
STABLE_PRE_MERGE_2022,15000068,54,19,0.013277428371767994,1431
STABLE_PRE_MERGE_2022,15000069,452,1238,0.012146066754311952,101926
STABLE_PRE_MERGE_2022,15000070,164,0,0.0,13366
STABLE_PRE_MERGE_2022,15000071,265,4874,0.13933676386506574,34980
STABLE_PRE_MERGE_2022,15000072,62,82,0.04336329984135378,1891
STABLE_PRE_MERGE_2022,15000073,91,655,0.15995115995115994,4095
STABLE_PRE_MERGE_2022,15000074,131,467,0.054844392248972404,8515
STABLE_PRE_MERGE_2022,15000075,84,236,0.06769936890418818,3486
STABLE_PRE_MERGE_2022,15000076,124,185,0.024259113558877523,7626
STABLE_PRE_MERGE_2022,15000077,103,787,0.14981915096135542,5253
STABLE_PRE_MERGE_2022,15000078,96,206,0.04517543859649123,4560
STABLE_PRE_MERGE_2022,15000079,85,23,0.006442577030812325,3570
STABLE_PRE_MERGE_2022,15000080,387,892,0.011942536584059658,74691
STABLE_PRE_MERGE_2022,15000081,485,55896,0.4762375394052995,117370
STABLE_PRE_MERGE_2022,15000082,346,9294,0.15571751696406133,59685
STABLE_PRE_MERGE_2022,15000083,169,154,0.010848126232741617,14196
STABLE_PRE_MERGE_2022,15000084,196,581,0.030402930402930402,19110
STABLE_PRE_MERGE_2022,15000085,25,15,0.05,300
STABLE_PRE_MERGE_2022,15000086,335,2,3.57493967289302e-05,55945
STABLE_PRE_MERGE_2022,15000087,30,70,0.16091954022988506,435
STABLE_PRE_MERGE_2022,15000088,140,514,0.052826310380267215,9730
STABLE_PRE_MERGE_2022,15000089,100,0,0.0,4950
STABLE_PRE_MERGE_2022,15000090,91,129,0.0315018315018315,4095
STABLE_PRE_MERGE_2022,15000091,212,918,0.04104444245730126,22366
STABLE_PRE_MERGE_2022,15000092,361,311,0.004786088027085257,64980
STABLE_PRE_MERGE_2022,15000093,45,44,0.044444444444444446,990
STABLE_PRE_MERGE_2022,15000094,94,782,0.17890642873484328,4371
STABLE_PRE_MERGE_2022,15000095,168,770,0.054890219560878244,14028
STABLE_PRE_MERGE_2022,15000096,145,310,0.029693486590038315,10440
STABLE_PRE_MERGE_2022,15000097,71,183,0.07364185110663984,2485
STABLE_PRE_MERGE_2022,15000098,187,5431,0.3122879650393882,17391
STABLE_PRE_MERGE_2022,15000099,8,0,0.0,28
STABLE_PRE_MERGE_2022,15000100,134,717,0.08046234990461228,8911
STABLE_PRE_MERGE_2022,15000101,332,1584,0.028828304153168567,54946
STABLE_PRE_MERGE_2022,15000102,0,0,0.0,0
STABLE_PRE_MERGE_2022,15000103,253,762,0.023903632599284772,31878
STABLE_PRE_MERGE_2022,15000104,410,13487,0.1608563420597531,83845
STABLE_PRE_MERGE_2022,15000105,129,22,0.0026647286821705426,8256
STABLE_PRE_MERGE_2022,15000106,144,854,0.08294483294483294,10296
STABLE_PRE_MERGE_2022,15000107,22,0,0.0,231
STABLE_PRE_MERGE_2022,15000108,291,160,0.0037919184737528143,42195
STABLE_PRE_MERGE_2022,15000109,307,0,0.0,46971
STABLE_PRE_MERGE_2022,15000110,27,0,0.0,351
STABLE_PRE_MERGE_2022,15000111,407,961,0.011631425424528873,82621
STABLE_PRE_MERGE_2022,15000112,476,36452,0.32244139761167623,113050
STABLE_PRE_MERGE_2022,15000113,307,2287,0.048689616997722,46971
STABLE_PRE_MERGE_2022,15000114,270,269,0.007407407407407408,36315
STABLE_PRE_MERGE_2022,15000115,137,0,0.0,9316
STABLE_PRE_MERGE_2022,15000116,33,0,0.0,528
STABLE_PRE_MERGE_2022,15000117,49,0,0.0,1176
STABLE_PRE_MERGE_2022,15000118,196,206,0.010779696493982208,19110
STABLE_PRE_MERGE_2022,15000119,59,328,0.19170075978959672,1711
STABLE_PRE_MERGE_2022,15000120,307,2524,0.05373528347278108,46971
STABLE_PRE_MERGE_2022,15000121,592,563,0.003218319842685325,174936
STABLE_PRE_MERGE_2022,15000122,207,0,0.0,21321
STABLE_PRE_MERGE_2022,15000123,338,679,0.01192211121451021,56953
STABLE_PRE_MERGE_2022,15000124,145,426,0.04080459770114943,10440
STABLE_PRE_MERGE_2022,15000125,298,671,0.015162813820531942,44253
STABLE_PRE_MERGE_2022,15000126,91,334,0.08156288156288156,4095
STABLE_PRE_MERGE_2022,15000127,272,343,0.009306490123724767,36856
STABLE_PRE_MERGE_2022,15000128,274,2312,0.06181652896981364,37401
STABLE_PRE_MERGE_2022,15000129,29,0,0.0,406
STABLE_PRE_MERGE_2022,15000130,470,987,0.008955223880597015,110215
STABLE_PRE_MERGE_2022,15000131,314,15776,0.3210353879652429,49141
STABLE_PRE_MERGE_2022,15000132,274,12723,0.3401780701050774,37401
STABLE_PRE_MERGE_2022,15000133,44,43,0.045454545454545456,946
STABLE_PRE_MERGE_2022,15000134,146,308,0.029097779877184694,10585
STABLE_PRE_MERGE_2022,15000135,64,47,0.023313492063492064,2016
STABLE_PRE_MERGE_2022,15000136,388,451,0.006007085963930845,75078
STABLE_PRE_MERGE_2022,15000137,105,967,0.17710622710622712,5460
STABLE_PRE_MERGE_2022,15000138,125,124,0.016,7750
STABLE_PRE_MERGE_2022,15000139,3,0,0.0,3
STABLE_PRE_MERGE_2022,15000140,140,89,0.009146968139773896,9730
STABLE_PRE_MERGE_2022,15000141,221,2486,0.10226244343891402,24310
STABLE_PRE_MERGE_2022,15000142,186,4879,0.2835803545480965,17205
STABLE_PRE_MERGE_2022,15000143,17,0,0.0,136
STABLE_PRE_MERGE_2022,15000144,522,964,0.007089225700649356,135981
STABLE_PRE_MERGE_2022,15000145,327,2384,0.044727115813962215,53301
STABLE_PRE_MERGE_2022,15000146,303,602,0.013157607151443622,45753
STABLE_PRE_MERGE_2022,15000147,82,0,0.0,3321
STABLE_PRE_MERGE_2022,15000148,82,0,0.0,3321
STABLE_PRE_MERGE_2022,15000149,177,536,0.034411915767847974,15576
STABLE_PRE_MERGE_2022,15000150,332,4237,0.07711207367233283,54946
STABLE_PRE_MERGE_2022,15000151,129,7,0.0008478682170542636,8256
STABLE_PRE_MERGE_2022,15000152,366,2226,0.03332584774309454,66795
STABLE_PRE_MERGE_2022,15000153,213,1255,0.055585082823987955,22578
STABLE_PRE_MERGE_2022,15000154,37,118,0.17717717717717718,666
STABLE_PRE_MERGE_2022,15000155,266,370,0.010497942970634132,35245
STABLE_PRE_MERGE_2022,15000156,227,95,0.003703559315426299,25651
STABLE_PRE_MERGE_2022,15000157,205,428,0.020468675274988045,20910
STABLE_PRE_MERGE_2022,15000158,30,0,0.0,435
STABLE_PRE_MERGE_2022,15000159,399,1082,0.013627032405133436,79401
STABLE_PRE_MERGE_2022,15000160,300,3810,0.08494983277591973,44850
STABLE_PRE_MERGE_2022,15000161,89,0,0.0,3916
STABLE_PRE_MERGE_2022,15000162,107,660,0.11638159054840416,5671
STABLE_PRE_MERGE_2022,15000163,176,519,0.033701298701298704,15400
STABLE_PRE_MERGE_2022,15000164,336,1005,0.017857142857142856,56280
STABLE_PRE_MERGE_2022,15000165,309,57,0.0011978312949186736,47586
STABLE_PRE_MERGE_2022,15000166,61,28,0.015300546448087432,1830
STABLE_PRE_MERGE_2022,15000167,170,4,0.000278454577097111,14365
STABLE_PRE_MERGE_2022,15000168,252,2382,0.07531777651299564,31626
STABLE_PRE_MERGE_2022,15000169,208,12,0.0005574136008918618,21528
STABLE_PRE_MERGE_2022,15000170,413,27287,0.3207292131925997,85078
STABLE_PRE_MERGE_2022,15000171,299,1283,0.028798455702453367,44551
STABLE_PRE_MERGE_2022,15000172,133,262,0.02984734563681932,8778
STABLE_PRE_MERGE_2022,15000173,158,4,0.0003225026203337902,12403
STABLE_PRE_MERGE_2022,15000174,30,0,0.0,435
STABLE_PRE_MERGE_2022,15000175,138,311,0.03289960858986565,9453
STABLE_PRE_MERGE_2022,15000176,47,22,0.020351526364477335,1081
STABLE_PRE_MERGE_2022,15000177,413,4132,0.04856719716025294,85078
STABLE_PRE_MERGE_2022,15000178,193,100,0.005397236614853195,18528
STABLE_PRE_MERGE_2022,15000179,106,486,0.08733153638814016,5565
STABLE_PRE_MERGE_2022,15000180,26,58,0.17846153846153845,325
STABLE_PRE_MERGE_2022,15000181,133,172,0.019594440647072227,8778
STABLE_PRE_MERGE_2022,15000182,204,630,0.030425963488843813,20706
STABLE_PRE_MERGE_2022,15000183,61,174,0.09508196721311475,1830
STABLE_PRE_MERGE_2022,15000184,93,23,0.005376344086021506,4278
STABLE_PRE_MERGE_2022,15000185,579,726,0.004338705918210015,167331
STABLE_PRE_MERGE_2022,15000186,63,0,0.0,1953
STABLE_PRE_MERGE_2022,15000187,215,495,0.021517061508367748,23005
STABLE_PRE_MERGE_2022,15000188,360,722,0.011173011451562983,64620
STABLE_PRE_MERGE_2022,15000189,59,91,0.053185271770894216,1711
STABLE_PRE_MERGE_2022,15000190,152,264,0.023004531195538514,11476
STABLE_PRE_MERGE_2022,15000191,76,0,0.0,2850
STABLE_PRE_MERGE_2022,15000192,109,286,0.04858987427794767,5886
STABLE_PRE_MERGE_2022,15000193,91,203,0.04957264957264957,4095
STABLE_PRE_MERGE_2022,15000194,202,109,0.005369193635781489,20301
STABLE_PRE_MERGE_2022,15000195,91,196,0.04786324786324787,4095
STABLE_PRE_MERGE_2022,15000196,42,62,0.07200929152148665,861
STABLE_PRE_MERGE_2022,15000197,283,1031,0.025837656316567675,39903
STABLE_PRE_MERGE_2022,15000198,136,226,0.024618736383442266,9180
STABLE_PRE_MERGE_2022,15000199,141,495,0.05015197568389058,9870
STABLE_PRE_MERGE_2022,15000200,72,355,0.1388888888888889,2556
STABLE_PRE_MERGE_2022,15000201,346,2326,0.03897126581218061,59685
STABLE_PRE_MERGE_2022,15000202,374,3685,0.05283078378804605,69751
STABLE_PRE_MERGE_2022,15000203,311,1014,0.021035162327559382,48205
STABLE_PRE_MERGE_2022,15000204,246,275,0.009125601460096234,30135
STABLE_PRE_MERGE_2022,15000205,37,0,0.0,666
STABLE_PRE_MERGE_2022,15000206,161,704,0.0546583850931677,12880
STABLE_PRE_MERGE_2022,15000207,44,5,0.005285412262156448,946
STABLE_PRE_MERGE_2022,15000208,175,0,0.0,15225
STABLE_PRE_MERGE_2022,15000209,414,4233,0.04951398392813278,85491
STABLE_PRE_MERGE_2022,15000210,326,22,0.00041529023124115146,52975
STABLE_PRE_MERGE_2022,15000211,0,0,0.0,0
STABLE_PRE_MERGE_2022,15000212,246,0,0.0,30135
STABLE_PRE_MERGE_2022,15000213,192,255,0.013907068062827226,18336
STABLE_PRE_MERGE_2022,15000214,430,3050,0.03306770748631214,92235
STABLE_PRE_MERGE_2022,15000215,299,364,0.008170411438576015,44551
STABLE_PRE_MERGE_2022,15000216,117,0,0.0,6786
STABLE_PRE_MERGE_2022,15000217,58,135,0.08166969147005444,1653
STABLE_PRE_MERGE_2022,15000218,243,729,0.024793388429752067,29403
STABLE_PRE_MERGE_2022,15000219,357,29377,0.4622950303716992,63546
STABLE_PRE_MERGE_2022,15000220,199,198,0.010050251256281407,19701
STABLE_PRE_MERGE_2022,15000221,132,129,0.014920194309507287,8646
STABLE_PRE_MERGE_2022,15000222,173,368,0.024734507326253527,14878
STABLE_PRE_MERGE_2022,15000223,306,3644,0.07808850316082717,46665
STABLE_PRE_MERGE_2022,15000224,117,181,0.026672561155319775,6786
STABLE_PRE_MERGE_2022,15000225,0,0,0.0,0
STABLE_PRE_MERGE_2022,15000226,576,1745,0.01053743961352657,165600
STABLE_PRE_MERGE_2022,15000227,695,2209,0.009159703937138474,241165
STABLE_PRE_MERGE_2022,15000228,229,0,0.0,26106
STABLE_PRE_MERGE_2022,15000229,166,4,0.00029207740051113545,13695
STABLE_PRE_MERGE_2022,15000230,421,1301,0.014715529917430154,88410
STABLE_PRE_MERGE_2022,15000231,579,5950,0.03555826475667987,167331
STABLE_PRE_MERGE_2022,15000232,179,174,0.010922101562990396,15931
STABLE_PRE_MERGE_2022,15000233,173,0,0.0,14878
STABLE_PRE_MERGE_2022,15000234,230,256,0.009720903740269604,26335
STABLE_PRE_MERGE_2022,15000235,350,708,0.011592304543593942,61075
STABLE_PRE_MERGE_2022,15000236,432,0,0.0,93096
STABLE_PRE_MERGE_2022,15000237,114,347,0.05387362210836827,6441
STABLE_PRE_MERGE_2022,15000238,105,175,0.03205128205128205,5460
STABLE_PRE_MERGE_2022,15000239,362,1789,0.027379440167735417,65341
STABLE_PRE_MERGE_2022,15000240,88,0,0.0,3828
STABLE_PRE_MERGE_2022,15000241,157,1,8.165931732810714e-05,12246
STABLE_PRE_MERGE_2022,15000242,102,1417,0.27509221510386334,5151
STABLE_PRE_MERGE_2022,15000243,88,55,0.014367816091954023,3828
STABLE_PRE_MERGE_2022,15000244,23,34,0.13438735177865613,253
STABLE_PRE_MERGE_2022,15000245,222,4668,0.19028983734866087,24531
STABLE_PRE_MERGE_2022,15000246,368,2588,0.03832484302807724,67528
STABLE_PRE_MERGE_2022,15000247,149,1075,0.09749682568474514,11026
STABLE_PRE_MERGE_2022,15000248,106,208,0.03737646001796945,5565
STABLE_PRE_MERGE_2022,15000249,68,8,0.003511852502194908,2278
STABLE_PRE_MERGE_2022,15000250,175,1078,0.07080459770114943,15225
STABLE_PRE_MERGE_2022,15000251,117,381,0.05614500442086649,6786
STABLE_PRE_MERGE_2022,15000252,161,424,0.03291925465838509,12880
STABLE_PRE_MERGE_2022,15000253,55,104,0.07003367003367003,1485
STABLE_PRE_MERGE_2022,15000254,162,385,0.029522275899087493,13041
STABLE_PRE_MERGE_2022,15000255,275,2501,0.06638354346383543,37675
STABLE_PRE_MERGE_2022,15000256,234,565,0.02072557866549283,27261
STABLE_PRE_MERGE_2022,15000257,177,176,0.011299435028248588,15576
STABLE_PRE_MERGE_2022,15000258,125,9,0.001161290322580645,7750
STABLE_PRE_MERGE_2022,15000259,65,0,0.0,2080
STABLE_PRE_MERGE_2022,15000260,443,2626,0.026822467135838534,97903
STABLE_PRE_MERGE_2022,15000261,38,0,0.0,703
STABLE_PRE_MERGE_2022,15000262,10,0,0.0,45
STABLE_PRE_MERGE_2022,15000263,248,1002,0.0327151625963171,30628
STABLE_PRE_MERGE_2022,15000264,149,542,0.049156539089424994,11026
STABLE_PRE_MERGE_2022,15000265,25,0,0.0,300
STABLE_PRE_MERGE_2022,15000266,267,992,0.027935006054462,35511
STABLE_PRE_MERGE_2022,15000267,154,0,0.0,11781
STABLE_PRE_MERGE_2022,15000268,252,476,0.015050907481186366,31626
STABLE_PRE_MERGE_2022,15000269,130,119,0.01419200954084675,8385
STABLE_PRE_MERGE_2022,15000270,95,0,0.0,4465
STABLE_PRE_MERGE_2022,15000271,456,4238,0.040852130325814535,103740
STABLE_PRE_MERGE_2022,15000272,307,4090,0.08707500372570309,46971
STABLE_PRE_MERGE_2022,15000273,121,0,0.0,7260
STABLE_PRE_MERGE_2022,15000274,373,380,0.00547724062382888,69378
STABLE_PRE_MERGE_2022,15000275,401,2280,0.028428927680798004,80200
STABLE_PRE_MERGE_2022,15000276,429,1794,0.01954120645709431,91806
STABLE_PRE_MERGE_2022,15000277,212,120,0.005365286595725655,22366
STABLE_PRE_MERGE_2022,15000278,4,0,0.0,6
STABLE_PRE_MERGE_2022,15000279,181,4,0.00024554941682013506,16290
STABLE_PRE_MERGE_2022,15000280,388,2594,0.03455073390340712,75078
STABLE_PRE_MERGE_2022,15000281,437,2397,0.02516112778955766,95266
STABLE_PRE_MERGE_2022,15000282,430,429,0.004651162790697674,92235
STABLE_PRE_MERGE_2022,15000283,162,0,0.0,13041
STABLE_PRE_MERGE_2022,15000284,67,0,0.0,2211
STABLE_PRE_MERGE_2022,15000285,190,561,0.031244778613199665,17955
STABLE_PRE_MERGE_2022,15000286,241,36,0.0012448132780082987,28920
STABLE_PRE_MERGE_2022,15000287,136,122,0.013289760348583878,9180
STABLE_PRE_MERGE_2022,15000288,250,6525,0.20963855421686747,31125
STABLE_PRE_MERGE_2022,15000289,0,0,0.0,0
STABLE_PRE_MERGE_2022,15000290,56,236,0.15324675324675324,1540
STABLE_PRE_MERGE_2022,15000291,66,40,0.018648018648018648,2145
STABLE_PRE_MERGE_2022,15000292,58,10,0.006049606775559589,1653
STABLE_PRE_MERGE_2022,15000293,272,837,0.022710006511829823,36856
STABLE_PRE_MERGE_2022,15000294,107,168,0.029624404866866513,5671
STABLE_PRE_MERGE_2022,15000295,24,0,0.0,276
STABLE_PRE_MERGE_2022,15000296,21,0,0.0,210
STABLE_PRE_MERGE_2022,15000297,374,10564,0.15145302576307149,69751
STABLE_PRE_MERGE_2022,15000298,177,45,0.002889060092449923,15576
STABLE_PRE_MERGE_2022,15000299,264,2671,0.07693858739486116,34716
STABLE_PRE_MERGE_2022,15000300,358,547,0.008559848520413752,63903
STABLE_PRE_MERGE_2022,15000301,38,179,0.2546230440967283,703
STABLE_PRE_MERGE_2022,15000302,273,70,0.001885369532428356,37128
STABLE_PRE_MERGE_2022,15000303,45,4,0.00404040404040404,990
STABLE_PRE_MERGE_2022,15000304,37,134,0.2012012012012012,666
STABLE_PRE_MERGE_2022,15000305,355,726,0.011554070183814753,62835
STABLE_PRE_MERGE_2022,15000306,215,747,0.03247120191262769,23005
STABLE_PRE_MERGE_2022,15000307,273,272,0.007326007326007326,37128
STABLE_PRE_MERGE_2022,15000308,42,80,0.09291521486643438,861
STABLE_PRE_MERGE_2022,15000309,46,0,0.0,1035
STABLE_PRE_MERGE_2022,15000310,71,4,0.0016096579476861167,2485
STABLE_PRE_MERGE_2022,15000311,271,7048,0.1926472598059314,36585
STABLE_PRE_MERGE_2022,15000312,116,243,0.03643178410794603,6670
STABLE_PRE_MERGE_2022,15000313,168,219,0.01561163387510693,14028
STABLE_PRE_MERGE_2022,15000314,107,1606,0.28319520366778345,5671
STABLE_PRE_MERGE_2022,15000315,24,0,0.0,276
STABLE_PRE_MERGE_2022,15000316,301,363,0.008039867109634552,45150
STABLE_PRE_MERGE_2022,15000317,500,4348,0.03485370741482966,124750
STABLE_PRE_MERGE_2022,15000318,376,5166,0.07327659574468084,70500
STABLE_PRE_MERGE_2022,15000319,395,395,0.005076142131979695,77815
STABLE_PRE_MERGE_2022,15000320,463,7069,0.06609445270352397,106953
STABLE_PRE_MERGE_2022,15000321,345,1839,0.030990899898887765,59340
STABLE_PRE_MERGE_2022,15000322,341,1920,0.033120579610143176,57970
STABLE_PRE_MERGE_2022,15000323,457,31393,0.30128795731122116,104196
STABLE_PRE_MERGE_2022,15000324,403,604,0.007456513956273224,81003
STABLE_PRE_MERGE_2022,15000325,88,458,0.11964472309299895,3828
STABLE_PRE_MERGE_2022,15000326,59,0,0.0,1711
STABLE_PRE_MERGE_2022,15000327,352,1351,0.02186933436933437,61776
STABLE_PRE_MERGE_2022,15000328,188,759,0.043178973717146435,17578
STABLE_PRE_MERGE_2022,15000329,128,376,0.04625984251968504,8128
STABLE_PRE_MERGE_2022,15000330,80,206,0.06518987341772152,3160
STABLE_PRE_MERGE_2022,15000331,58,39,0.023593466424682397,1653
STABLE_PRE_MERGE_2022,15000332,160,0,0.0,12720
STABLE_PRE_MERGE_2022,15000333,88,183,0.04780564263322884,3828
STABLE_PRE_MERGE_2022,15000334,53,114,0.08272859216255443,1378
STABLE_PRE_MERGE_2022,15000335,246,615,0.02040816326530612,30135
STABLE_PRE_MERGE_2022,15000336,28,2,0.005291005291005291,378
STABLE_PRE_MERGE_2022,15000337,393,1756,0.022796905021550604,77028
STABLE_PRE_MERGE_2022,15000338,332,1087,0.01978305973137262,54946
STABLE_PRE_MERGE_2022,15000339,90,0,0.0,4005
STABLE_PRE_MERGE_2022,15000340,64,24,0.011904761904761904,2016
STABLE_PRE_MERGE_2022,15000341,263,1544,0.044814675064580735,34453
STABLE_PRE_MERGE_2022,15000342,41,68,0.08292682926829269,820
STABLE_PRE_MERGE_2022,15000343,39,107,0.14439946018893388,741
STABLE_PRE_MERGE_2022,15000344,511,1079,0.008280572502973793,130305
STABLE_PRE_MERGE_2022,15000345,347,657,0.010944345421532208,60031
STABLE_PRE_MERGE_2022,15000346,919,881,0.002088563632441249,421821
STABLE_PRE_MERGE_2022,15000347,57,3,0.0018796992481203006,1596
STABLE_PRE_MERGE_2022,15000348,165,0,0.0,13530
STABLE_PRE_MERGE_2022,15000349,446,1171,0.011800272081422885,99235
STABLE_PRE_MERGE_2022,15000350,356,2215,0.035053014717518594,63190
STABLE_PRE_MERGE_2022,15000351,665,0,0.0,220780
STABLE_PRE_MERGE_2022,15000352,0,0,0.0,0
STABLE_PRE_MERGE_2022,15000353,601,3471,0.01925124792013311,180300
STABLE_PRE_MERGE_2022,15000354,206,799,0.037840397821453944,21115
STABLE_PRE_MERGE_2022,15000355,207,0,0.0,21321
STABLE_PRE_MERGE_2022,15000356,15,0,0.0,105
STABLE_PRE_MERGE_2022,15000357,337,1604,0.028331213791154445,56616
STABLE_PRE_MERGE_2022,15000358,64,0,0.0,2016
STABLE_PRE_MERGE_2022,15000359,42,341,0.39605110336817656,861
STABLE_PRE_MERGE_2022,15000360,163,119,0.009013103082632735,13203
STABLE_PRE_MERGE_2022,15000361,114,119,0.01847539201987269,6441
STABLE_PRE_MERGE_2022,15000362,66,95,0.04428904428904429,2145
STABLE_PRE_MERGE_2022,15000363,364,3364,0.05091877819150546,66066
STABLE_PRE_MERGE_2022,15000364,22,0,0.0,231
STABLE_PRE_MERGE_2022,15000365,257,2891,0.08788302529182879,32896
STABLE_PRE_MERGE_2022,15000366,127,0,0.0,8001
STABLE_PRE_MERGE_2022,15000367,75,75,0.02702702702702703,2775
STABLE_PRE_MERGE_2022,15000368,366,1129,0.016902462759188563,66795
STABLE_PRE_MERGE_2022,15000369,61,9,0.004918032786885246,1830
STABLE_PRE_MERGE_2022,15000370,8,0,0.0,28
STABLE_PRE_MERGE_2022,15000371,131,1493,0.17533763945977687,8515
STABLE_PRE_MERGE_2022,15000372,411,2967,0.03521452732775503,84255
STABLE_PRE_MERGE_2022,15000373,180,64,0.003972687771570453,16110
STABLE_PRE_MERGE_2022,15000374,188,546,0.031061554215496643,17578
STABLE_PRE_MERGE_2022,15000375,261,557,0.01641615089890952,33930
STABLE_PRE_MERGE_2022,15000376,202,577,0.028422245209595586,20301
STABLE_PRE_MERGE_2022,15000377,246,2802,0.09298158287705326,30135
STABLE_PRE_MERGE_2022,15000378,15,24,0.22857142857142856,105
STABLE_PRE_MERGE_2022,15000379,202,2032,0.1000935914486971,20301
STABLE_PRE_MERGE_2022,15000380,132,2154,0.24913254684247052,8646
STABLE_PRE_MERGE_2022,15000381,56,0,0.0,1540
STABLE_PRE_MERGE_2022,15000382,410,5713,0.0681376349215815,83845
STABLE_PRE_MERGE_2022,15000383,45,14,0.014141414141414142,990
STABLE_PRE_MERGE_2022,15000384,50,26,0.02122448979591837,1225
